REF_DATE,GEO,DGUID,Performing sector,Occupational category,Type of science,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004-01-01,Canada,2016A000011124,Private non-profit,Support staff,Social sciences and humanities,Number,223,units,0,v54329665,1.6.4.3,0.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Total sciences,Number,223,units,0,v54329358,1.1.1.1,218590.0,,,,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Natural sciences and engineering,Number,223,units,0,v54329359,1.1.1.2,193200.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Social sciences and humanities,Number,223,units,0,v54329360,1.1.1.3,25390.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Total sciences,Number,223,units,0,v54329361,1.1.2.1,136700.0,,,,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Natural sciences and engineering,Number,223,units,0,v54329362,1.1.2.2,116370.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Social sciences and humanities,Number,223,units,0,v54329363,1.1.2.3,20330.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Total sciences,Number,223,units,0,v54329364,1.1.3.1,52830.0,,,,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Natural sciences and engineering,Number,223,units,0,v54329365,1.1.3.2,50950.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Social sciences and humanities,Number,223,units,0,v54329366,1.1.3.3,1880.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Total sciences,Number,223,units,0,v54329367,1.1.4.1,29060.0,,,,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Natural sciences and engineering,Number,223,units,0,v54329368,1.1.4.2,25880.0,,,t,0
2005-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Social sciences and humanities,Number,223,units,0,v54329369,1.1.4.3,3180.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Total personnel,Total sciences,Number,223,units,0,v54329370,1.2.1.1,15250.0,,,,0
2005-01-01,Canada,2016A000011124,Federal government,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329371,1.2.1.2,14470.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Total personnel,Social sciences and humanities,Number,223,units,0,v54329372,1.2.1.3,770.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Researchers,Total sciences,Number,223,units,0,v54329373,1.2.2.1,7090.0,,,,0
2005-01-01,Canada,2016A000011124,Federal government,Researchers,Natural sciences and engineering,Number,223,units,0,v54329374,1.2.2.2,6710.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Researchers,Social sciences and humanities,Number,223,units,0,v54329375,1.2.2.3,380.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Technicians,Total sciences,Number,223,units,0,v54329376,1.2.3.1,3960.0,,,,0
2005-01-01,Canada,2016A000011124,Federal government,Technicians,Natural sciences and engineering,Number,223,units,0,v54329377,1.2.3.2,3870.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Technicians,Social sciences and humanities,Number,223,units,0,v54329378,1.2.3.3,90.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Support staff,Total sciences,Number,223,units,0,v54329379,1.2.4.1,4190.0,,,,0
2005-01-01,Canada,2016A000011124,Federal government,Support staff,Natural sciences and engineering,Number,223,units,0,v54329380,1.2.4.2,3890.0,,,t,0
2005-01-01,Canada,2016A000011124,Federal government,Support staff,Social sciences and humanities,Number,223,units,0,v54329381,1.2.4.3,310.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Total personnel,Total sciences,Number,223,units,0,v54329382,1.3.1.1,2610.0,,,,0
2005-01-01,Canada,2016A000011124,Provincial government,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329383,1.3.1.2,2270.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Total personnel,Social sciences and humanities,Number,223,units,0,v54329384,1.3.1.3,350.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Researchers,Total sciences,Number,223,units,0,v54329385,1.3.2.1,1270.0,,,,0
2005-01-01,Canada,2016A000011124,Provincial government,Researchers,Natural sciences and engineering,Number,223,units,0,v54329386,1.3.2.2,1010.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Researchers,Social sciences and humanities,Number,223,units,0,v54329387,1.3.2.3,260.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Technicians,Total sciences,Number,223,units,0,v54329388,1.3.3.1,890.0,,,,0
2005-01-01,Canada,2016A000011124,Provincial government,Technicians,Natural sciences and engineering,Number,223,units,0,v54329389,1.3.3.2,860.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Technicians,Social sciences and humanities,Number,223,units,0,v54329390,1.3.3.3,40.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Support staff,Total sciences,Number,223,units,0,v54329391,1.3.4.1,450.0,,,,0
2005-01-01,Canada,2016A000011124,Provincial government,Support staff,Natural sciences and engineering,Number,223,units,0,v54329392,1.3.4.2,400.0,,,t,0
2005-01-01,Canada,2016A000011124,Provincial government,Support staff,Social sciences and humanities,Number,223,units,0,v54329393,1.3.4.3,50.0,,,t,0
2005-01-01,Canada,2016A000011124,Business enterprise,Total personnel,Total sciences,Number,223,units,0,v54329394,1.4.1.1,142030.0,,,,0
2005-01-01,Canada,2016A000011124,Business enterprise,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329395,1.4.1.2,142030.0,,,t,0
2005-01-01,Canada,2016A000011124,Business enterprise,Researchers,Total sciences,Number,223,units,0,v54329396,1.4.2.1,84410.0,,,,0
2005-01-01,Canada,2016A000011124,Business enterprise,Researchers,Natural sciences and engineering,Number,223,units,0,v54329397,1.4.2.2,84410.0,,,t,0
2005-01-01,Canada,2016A000011124,Business enterprise,Technicians,Total sciences,Number,223,units,0,v54329398,1.4.3.1,40410.0,,,,0
2005-01-01,Canada,2016A000011124,Business enterprise,Technicians,Natural sciences and engineering,Number,223,units,0,v54329399,1.4.3.2,40410.0,,,t,0
2005-01-01,Canada,2016A000011124,Business enterprise,Support staff,Total sciences,Number,223,units,0,v54329400,1.4.4.1,17210.0,,,,0
2005-01-01,Canada,2016A000011124,Business enterprise,Support staff,Natural sciences and engineering,Number,223,units,0,v54329401,1.4.4.2,17210.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Total personnel,Total sciences,Number,223,units,0,v54329402,1.5.1.1,56950.0,,,,0
2005-01-01,Canada,2016A000011124,Higher education,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329403,1.5.1.2,32670.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Total personnel,Social sciences and humanities,Number,223,units,0,v54329404,1.5.1.3,24280.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Researchers,Total sciences,Number,223,units,0,v54329405,1.5.2.1,43400.0,,,,0
2005-01-01,Canada,2016A000011124,Higher education,Researchers,Natural sciences and engineering,Number,223,units,0,v54329406,1.5.2.2,23720.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Researchers,Social sciences and humanities,Number,223,units,0,v54329407,1.5.2.3,19700.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Technicians,Total sciences,Number,223,units,0,v54329408,1.5.3.1,6680.0,,,,0
2005-01-01,Canada,2016A000011124,Higher education,Technicians,Natural sciences and engineering,Number,223,units,0,v54329409,1.5.3.2,4920.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Technicians,Social sciences and humanities,Number,223,units,0,v54329410,1.5.3.3,1750.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Support staff,Total sciences,Number,223,units,0,v54329411,1.5.4.1,6870.0,,,,0
2005-01-01,Canada,2016A000011124,Higher education,Support staff,Natural sciences and engineering,Number,223,units,0,v54329412,1.5.4.2,4030.0,,,t,0
2005-01-01,Canada,2016A000011124,Higher education,Support staff,Social sciences and humanities,Number,223,units,0,v54329413,1.5.4.3,2830.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Total sciences,Number,223,units,0,v54329414,1.6.1.1,1760.0,,,,0
2005-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329658,1.6.1.2,1760.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Social sciences and humanities,Number,223,units,0,v54329662,1.6.1.3,0.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Researchers,Total sciences,Number,223,units,0,v54329415,1.6.2.1,520.0,,,,0
2005-01-01,Canada,2016A000011124,Private non-profit,Researchers,Natural sciences and engineering,Number,223,units,0,v54329659,1.6.2.2,520.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Researchers,Social sciences and humanities,Number,223,units,0,v54329663,1.6.2.3,0.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Technicians,Total sciences,Number,223,units,0,v54329416,1.6.3.1,890.0,,,,0
2005-01-01,Canada,2016A000011124,Private non-profit,Technicians,Natural sciences and engineering,Number,223,units,0,v54329660,1.6.3.2,890.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Technicians,Social sciences and humanities,Number,223,units,0,v54329664,1.6.3.3,0.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Support staff,Total sciences,Number,223,units,0,v54329417,1.6.4.1,350.0,,,,0
2005-01-01,Canada,2016A000011124,Private non-profit,Support staff,Natural sciences and engineering,Number,223,units,0,v54329661,1.6.4.2,350.0,,,t,0
2005-01-01,Canada,2016A000011124,Private non-profit,Support staff,Social sciences and humanities,Number,223,units,0,v54329665,1.6.4.3,0.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Total sciences,Number,223,units,0,v54329358,1.1.1.1,229050.0,,,,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Natural sciences and engineering,Number,223,units,0,v54329359,1.1.1.2,203000.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Social sciences and humanities,Number,223,units,0,v54329360,1.1.1.3,26040.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Total sciences,Number,223,units,0,v54329361,1.1.2.1,140660.0,,,,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Natural sciences and engineering,Number,223,units,0,v54329362,1.1.2.2,119940.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Social sciences and humanities,Number,223,units,0,v54329363,1.1.2.3,20710.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Total sciences,Number,223,units,0,v54329364,1.1.3.1,57300.0,,,,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Natural sciences and engineering,Number,223,units,0,v54329365,1.1.3.2,55330.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Social sciences and humanities,Number,223,units,0,v54329366,1.1.3.3,1980.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Total sciences,Number,223,units,0,v54329367,1.1.4.1,31090.0,,,,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Natural sciences and engineering,Number,223,units,0,v54329368,1.1.4.2,27730.0,,,t,0
2006-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Social sciences and humanities,Number,223,units,0,v54329369,1.1.4.3,3350.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Total personnel,Total sciences,Number,223,units,0,v54329370,1.2.1.1,15140.0,,,,0
2006-01-01,Canada,2016A000011124,Federal government,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329371,1.2.1.2,14150.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Total personnel,Social sciences and humanities,Number,223,units,0,v54329372,1.2.1.3,990.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Researchers,Total sciences,Number,223,units,0,v54329373,1.2.2.1,6750.0,,,,0
2006-01-01,Canada,2016A000011124,Federal government,Researchers,Natural sciences and engineering,Number,223,units,0,v54329374,1.2.2.2,6320.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Researchers,Social sciences and humanities,Number,223,units,0,v54329375,1.2.2.3,430.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Technicians,Total sciences,Number,223,units,0,v54329376,1.2.3.1,4190.0,,,,0
2006-01-01,Canada,2016A000011124,Federal government,Technicians,Natural sciences and engineering,Number,223,units,0,v54329377,1.2.3.2,4060.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Technicians,Social sciences and humanities,Number,223,units,0,v54329378,1.2.3.3,130.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Support staff,Total sciences,Number,223,units,0,v54329379,1.2.4.1,4200.0,,,,0
2006-01-01,Canada,2016A000011124,Federal government,Support staff,Natural sciences and engineering,Number,223,units,0,v54329380,1.2.4.2,3780.0,,,t,0
2006-01-01,Canada,2016A000011124,Federal government,Support staff,Social sciences and humanities,Number,223,units,0,v54329381,1.2.4.3,430.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Total personnel,Total sciences,Number,223,units,0,v54329382,1.3.1.1,2700.0,,,,0
2006-01-01,Canada,2016A000011124,Provincial government,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329383,1.3.1.2,2320.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Total personnel,Social sciences and humanities,Number,223,units,0,v54329384,1.3.1.3,380.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Researchers,Total sciences,Number,223,units,0,v54329385,1.3.2.1,1430.0,,,,0
2006-01-01,Canada,2016A000011124,Provincial government,Researchers,Natural sciences and engineering,Number,223,units,0,v54329386,1.3.2.2,1140.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Researchers,Social sciences and humanities,Number,223,units,0,v54329387,1.3.2.3,290.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Technicians,Total sciences,Number,223,units,0,v54329388,1.3.3.1,810.0,,,,0
2006-01-01,Canada,2016A000011124,Provincial government,Technicians,Natural sciences and engineering,Number,223,units,0,v54329389,1.3.3.2,760.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Technicians,Social sciences and humanities,Number,223,units,0,v54329390,1.3.3.3,50.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Support staff,Total sciences,Number,223,units,0,v54329391,1.3.4.1,460.0,,,,0
2006-01-01,Canada,2016A000011124,Provincial government,Support staff,Natural sciences and engineering,Number,223,units,0,v54329392,1.3.4.2,420.0,,,t,0
2006-01-01,Canada,2016A000011124,Provincial government,Support staff,Social sciences and humanities,Number,223,units,0,v54329393,1.3.4.3,30.0,,,t,0
2006-01-01,Canada,2016A000011124,Business enterprise,Total personnel,Total sciences,Number,223,units,0,v54329394,1.4.1.1,151730.0,,,,0
2006-01-01,Canada,2016A000011124,Business enterprise,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329395,1.4.1.2,151730.0,,,t,0
2006-01-01,Canada,2016A000011124,Business enterprise,Researchers,Total sciences,Number,223,units,0,v54329396,1.4.2.1,88230.0,,,,0
2006-01-01,Canada,2016A000011124,Business enterprise,Researchers,Natural sciences and engineering,Number,223,units,0,v54329397,1.4.2.2,88230.0,,,t,0
2006-01-01,Canada,2016A000011124,Business enterprise,Technicians,Total sciences,Number,223,units,0,v54329398,1.4.3.1,44510.0,,,,0
2006-01-01,Canada,2016A000011124,Business enterprise,Technicians,Natural sciences and engineering,Number,223,units,0,v54329399,1.4.3.2,44510.0,,,t,0
2006-01-01,Canada,2016A000011124,Business enterprise,Support staff,Total sciences,Number,223,units,0,v54329400,1.4.4.1,18990.0,,,,0
2006-01-01,Canada,2016A000011124,Business enterprise,Support staff,Natural sciences and engineering,Number,223,units,0,v54329401,1.4.4.2,18990.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Total personnel,Total sciences,Number,223,units,0,v54329402,1.5.1.1,57270.0,,,,0
2006-01-01,Canada,2016A000011124,Higher education,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329403,1.5.1.2,32600.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Total personnel,Social sciences and humanities,Number,223,units,0,v54329404,1.5.1.3,24670.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Researchers,Total sciences,Number,223,units,0,v54329405,1.5.2.1,43530.0,,,,0
2006-01-01,Canada,2016A000011124,Higher education,Researchers,Natural sciences and engineering,Number,223,units,0,v54329406,1.5.2.2,23540.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Researchers,Social sciences and humanities,Number,223,units,0,v54329407,1.5.2.3,19990.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Technicians,Total sciences,Number,223,units,0,v54329408,1.5.3.1,6770.0,,,,0
2006-01-01,Canada,2016A000011124,Higher education,Technicians,Natural sciences and engineering,Number,223,units,0,v54329409,1.5.3.2,4980.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Technicians,Social sciences and humanities,Number,223,units,0,v54329410,1.5.3.3,1790.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Support staff,Total sciences,Number,223,units,0,v54329411,1.5.4.1,6970.0,,,,0
2006-01-01,Canada,2016A000011124,Higher education,Support staff,Natural sciences and engineering,Number,223,units,0,v54329412,1.5.4.2,4080.0,,,t,0
2006-01-01,Canada,2016A000011124,Higher education,Support staff,Social sciences and humanities,Number,223,units,0,v54329413,1.5.4.3,2890.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Total sciences,Number,223,units,0,v54329414,1.6.1.1,2210.0,,,,0
2006-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329658,1.6.1.2,2210.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Social sciences and humanities,Number,223,units,0,v54329662,1.6.1.3,0.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Researchers,Total sciences,Number,223,units,0,v54329415,1.6.2.1,720.0,,,,0
2006-01-01,Canada,2016A000011124,Private non-profit,Researchers,Natural sciences and engineering,Number,223,units,0,v54329659,1.6.2.2,720.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Researchers,Social sciences and humanities,Number,223,units,0,v54329663,1.6.2.3,0.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Technicians,Total sciences,Number,223,units,0,v54329416,1.6.3.1,1030.0,,,,0
2006-01-01,Canada,2016A000011124,Private non-profit,Technicians,Natural sciences and engineering,Number,223,units,0,v54329660,1.6.3.2,1030.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Technicians,Social sciences and humanities,Number,223,units,0,v54329664,1.6.3.3,0.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Support staff,Total sciences,Number,223,units,0,v54329417,1.6.4.1,460.0,,,,0
2006-01-01,Canada,2016A000011124,Private non-profit,Support staff,Natural sciences and engineering,Number,223,units,0,v54329661,1.6.4.2,460.0,,,t,0
2006-01-01,Canada,2016A000011124,Private non-profit,Support staff,Social sciences and humanities,Number,223,units,0,v54329665,1.6.4.3,0.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Total sciences,Number,223,units,0,v54329358,1.1.1.1,248640.0,,,,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Natural sciences and engineering,Number,223,units,0,v54329359,1.1.1.2,220920.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Total personnel,Social sciences and humanities,Number,223,units,0,v54329360,1.1.1.3,27720.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Total sciences,Number,223,units,0,v54329361,1.1.2.1,151330.0,,,,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Natural sciences and engineering,Number,223,units,0,v54329362,1.1.2.2,128940.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Researchers,Social sciences and humanities,Number,223,units,0,v54329363,1.1.2.3,22380.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Total sciences,Number,223,units,0,v54329364,1.1.3.1,65290.0,,,,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Natural sciences and engineering,Number,223,units,0,v54329365,1.1.3.2,63040.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Technicians,Social sciences and humanities,Number,223,units,0,v54329366,1.1.3.3,2240.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Total sciences,Number,223,units,0,v54329367,1.1.4.1,32020.0,,,,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Natural sciences and engineering,Number,223,units,0,v54329368,1.1.4.2,28940.0,,,t,0
2007-01-01,Canada,2016A000011124,"Total, performing sectors",Support staff,Social sciences and humanities,Number,223,units,0,v54329369,1.1.4.3,3100.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Total personnel,Total sciences,Number,223,units,0,v54329370,1.2.1.1,15630.0,,,,0
2007-01-01,Canada,2016A000011124,Federal government,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329371,1.2.1.2,14670.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Total personnel,Social sciences and humanities,Number,223,units,0,v54329372,1.2.1.3,960.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Researchers,Total sciences,Number,223,units,0,v54329373,1.2.2.1,7100.0,,,,0
2007-01-01,Canada,2016A000011124,Federal government,Researchers,Natural sciences and engineering,Number,223,units,0,v54329374,1.2.2.2,6640.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Researchers,Social sciences and humanities,Number,223,units,0,v54329375,1.2.2.3,460.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Technicians,Total sciences,Number,223,units,0,v54329376,1.2.3.1,4660.0,,,,0
2007-01-01,Canada,2016A000011124,Federal government,Technicians,Natural sciences and engineering,Number,223,units,0,v54329377,1.2.3.2,4490.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Technicians,Social sciences and humanities,Number,223,units,0,v54329378,1.2.3.3,170.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Support staff,Total sciences,Number,223,units,0,v54329379,1.2.4.1,3870.0,,,,0
2007-01-01,Canada,2016A000011124,Federal government,Support staff,Natural sciences and engineering,Number,223,units,0,v54329380,1.2.4.2,3540.0,,,t,0
2007-01-01,Canada,2016A000011124,Federal government,Support staff,Social sciences and humanities,Number,223,units,0,v54329381,1.2.4.3,330.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Total personnel,Total sciences,Number,223,units,0,v54329382,1.3.1.1,3000.0,,,,0
2007-01-01,Canada,2016A000011124,Provincial government,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329383,1.3.1.2,2580.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Total personnel,Social sciences and humanities,Number,223,units,0,v54329384,1.3.1.3,410.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Researchers,Total sciences,Number,223,units,0,v54329385,1.3.2.1,1630.0,,,,0
2007-01-01,Canada,2016A000011124,Provincial government,Researchers,Natural sciences and engineering,Number,223,units,0,v54329386,1.3.2.2,1320.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Researchers,Social sciences and humanities,Number,223,units,0,v54329387,1.3.2.3,310.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Technicians,Total sciences,Number,223,units,0,v54329388,1.3.3.1,880.0,,,,0
2007-01-01,Canada,2016A000011124,Provincial government,Technicians,Natural sciences and engineering,Number,223,units,0,v54329389,1.3.3.2,820.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Technicians,Social sciences and humanities,Number,223,units,0,v54329390,1.3.3.3,60.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Support staff,Total sciences,Number,223,units,0,v54329391,1.3.4.1,480.0,,,,0
2007-01-01,Canada,2016A000011124,Provincial government,Support staff,Natural sciences and engineering,Number,223,units,0,v54329392,1.3.4.2,440.0,,,t,0
2007-01-01,Canada,2016A000011124,Provincial government,Support staff,Social sciences and humanities,Number,223,units,0,v54329393,1.3.4.3,40.0,,,t,0
2007-01-01,Canada,2016A000011124,Business enterprise,Total personnel,Total sciences,Number,223,units,0,v54329394,1.4.1.1,167690.0,,,,0
2007-01-01,Canada,2016A000011124,Business enterprise,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329395,1.4.1.2,167690.0,,,t,0
2007-01-01,Canada,2016A000011124,Business enterprise,Researchers,Total sciences,Number,223,units,0,v54329396,1.4.2.1,94760.0,,,,0
2007-01-01,Canada,2016A000011124,Business enterprise,Researchers,Natural sciences and engineering,Number,223,units,0,v54329397,1.4.2.2,94760.0,,,t,0
2007-01-01,Canada,2016A000011124,Business enterprise,Technicians,Total sciences,Number,223,units,0,v54329398,1.4.3.1,52120.0,,,,0
2007-01-01,Canada,2016A000011124,Business enterprise,Technicians,Natural sciences and engineering,Number,223,units,0,v54329399,1.4.3.2,52120.0,,,t,0
2007-01-01,Canada,2016A000011124,Business enterprise,Support staff,Total sciences,Number,223,units,0,v54329400,1.4.4.1,20810.0,,,,0
2007-01-01,Canada,2016A000011124,Business enterprise,Support staff,Natural sciences and engineering,Number,223,units,0,v54329401,1.4.4.2,20810.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Total personnel,Total sciences,Number,223,units,0,v54329402,1.5.1.1,60140.0,,,,0
2007-01-01,Canada,2016A000011124,Higher education,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329403,1.5.1.2,33780.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Total personnel,Social sciences and humanities,Number,223,units,0,v54329404,1.5.1.3,26350.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Researchers,Total sciences,Number,223,units,0,v54329405,1.5.2.1,47310.0,,,,0
2007-01-01,Canada,2016A000011124,Higher education,Researchers,Natural sciences and engineering,Number,223,units,0,v54329406,1.5.2.2,25700.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Researchers,Social sciences and humanities,Number,223,units,0,v54329407,1.5.2.3,21610.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Technicians,Total sciences,Number,223,units,0,v54329408,1.5.3.1,6680.0,,,,0
2007-01-01,Canada,2016A000011124,Higher education,Technicians,Natural sciences and engineering,Number,223,units,0,v54329409,1.5.3.2,4660.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Technicians,Social sciences and humanities,Number,223,units,0,v54329410,1.5.3.3,2010.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Support staff,Total sciences,Number,223,units,0,v54329411,1.5.4.1,6150.0,,,,0
2007-01-01,Canada,2016A000011124,Higher education,Support staff,Natural sciences and engineering,Number,223,units,0,v54329412,1.5.4.2,3420.0,,,t,0
2007-01-01,Canada,2016A000011124,Higher education,Support staff,Social sciences and humanities,Number,223,units,0,v54329413,1.5.4.3,2730.0,,,t,0
2007-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Total sciences,Number,223,units,0,v54329414,1.6.1.1,2190.0,,,,0
2007-01-01,Canada,2016A000011124,Private non-profit,Total personnel,Natural sciences and engineering,Number,223,units,0,v54329658,1.6.1.2,2190.0,,,t,0
